timestamp,device_id,src_ip,resistance_mOhm,voltage_V,valid
2026-04-25T14:22:28.465865,iws7817_01,10.3.113.35,43.4300,13.4200,1
2026-04-25T14:22:28.466862,iws7817_02,10.3.113.8,43.6500,13.3300,1
2026-04-25T14:22:30.054929,iws7817_03,10.3.113.25,42.5600,13.1300,1
2026-04-25T14:22:30.339155,iws7817_01,10.3.113.35,43.4200,13.4200,1
2026-04-25T14:22:30.362196,iws7817_02,10.3.113.8,43.6400,13.3300,1
2026-04-25T14:22:32.075968,iws7817_03,10.3.113.25,42.5500,13.1300,1
2026-04-25T14:22:32.352881,iws7817_01,10.3.113.35,43.4000,13.4200,1
2026-04-25T14:22:32.379902,iws7817_02,10.3.113.8,43.6600,13.3300,1
2026-04-25T14:22:34.088733,iws7817_03,10.3.113.25,42.5600,13.1300,1
2026-04-25T14:22:34.385186,iws7817_01,10.3.113.35,43.3900,13.4200,1
2026-04-25T14:22:34.386691,iws7817_02,10.3.113.8,43.6400,13.3300,1
2026-04-25T14:22:36.104282,iws7817_03,10.3.113.25,42.6000,13.1300,1
2026-04-25T14:22:36.378671,iws7817_01,10.3.113.35,43.3900,13.4200,1
2026-04-25T14:22:36.407475,iws7817_02,10.3.113.8,43.6100,13.3300,1
2026-04-25T14:22:38.120351,iws7817_03,10.3.113.25,42.6000,13.1300,1
2026-04-25T14:22:38.392643,iws7817_01,10.3.113.35,43.3800,13.4200,1
2026-04-25T14:22:38.420280,iws7817_02,10.3.113.8,43.5800,13.3300,1
2026-04-25T14:22:40.180888,iws7817_03,10.3.113.25,42.5900,13.1300,1
2026-04-25T14:22:40.422727,iws7817_01,10.3.113.35,43.3800,13.4200,1
2026-04-25T14:22:40.423723,iws7817_02,10.3.113.8,43.5900,13.3300,1
2026-04-25T14:22:42.166122,iws7817_03,10.3.113.25,42.5700,13.1300,1
2026-04-25T14:22:42.428646,iws7817_01,10.3.113.35,43.3800,13.4200,1
2026-04-25T14:22:42.449849,iws7817_02,10.3.113.8,43.6000,13.3300,1
2026-04-25T14:22:44.187531,iws7817_03,10.3.113.25,42.5600,13.1300,1
2026-04-25T14:22:44.440176,iws7817_01,10.3.113.35,43.3900,13.4200,1
2026-04-25T14:22:44.468182,iws7817_02,10.3.113.8,43.6000,13.3300,1
2026-04-25T14:22:46.204957,iws7817_03,10.3.113.25,42.5500,13.1300,1
2026-04-25T14:22:46.506892,iws7817_01,10.3.113.35,43.4000,13.4200,1
2026-04-25T14:22:46.508893,iws7817_02,10.3.113.8,43.6100,13.3300,1
2026-04-25T14:22:48.208603,iws7817_03,10.3.113.25,42.5300,13.1300,1
2026-04-25T14:22:48.464185,iws7817_01,10.3.113.35,43.4200,13.4200,1
2026-04-25T14:22:48.486173,iws7817_02,10.3.113.8,43.6000,13.3300,1
2026-04-25T14:22:50.231460,iws7817_03,10.3.113.25,42.5500,13.1300,1
2026-04-25T14:22:50.480904,iws7817_01,10.3.113.35,43.4200,13.4200,1
2026-04-25T14:22:50.503715,iws7817_02,10.3.113.8,43.6100,13.3300,1
2026-04-25T14:22:52.248295,iws7817_03,10.3.113.25,42.5500,13.1300,1
2026-04-25T14:22:52.498216,iws7817_01,10.3.113.35,43.4200,13.4200,1
2026-04-25T14:22:52.508228,iws7817_02,10.3.113.8,43.6000,13.3300,1
2026-04-25T14:22:54.256675,iws7817_03,10.3.113.25,42.5700,13.1300,1
2026-04-25T14:22:54.506535,iws7817_01,10.3.113.35,43.4300,13.4200,1
2026-04-25T14:22:54.531539,iws7817_02,10.3.113.8,43.6400,13.3300,1
2026-04-25T14:22:56.270603,iws7817_03,10.3.113.25,42.5600,13.1300,1
2026-04-25T14:22:56.515838,iws7817_01,10.3.113.35,43.4400,13.4200,1
2026-04-25T14:22:56.544923,iws7817_02,10.3.113.8,43.6700,13.3300,1
